First name,Last name,Email,Description,Merchant code,Amount,From Currency,To Currency,Rate,Date
Kali,Hawkins,kali.hawkins@mailinator.com,SELL GOLD,,0.8323187,GGM,GBP,47.7555,09/08/2020 00:48
Mira,Foley,mira.foley@mailinator.com,BUY GOLD,,5.8873635,GBP,GGM,47.7555,27/07/2020 00:24
Duncan,Barker,duncan.barker@mailinator.com,CARD SPEND,5045,90.2615696,GBP,GGM,47.7494,11/03/2020 01:21
Vivek,Talley,vivek.talley@mailinator.com,CARD SPEND,5311,87.0077861,GBP,GBP,1,18/01/2020 04:08
Robbie,Partridge,robbie.partridge@mailinator.com,SELL GOLD,,1.9983882,GGM,GBP,47.7937,30/06/2020 16:58
Taliah,Murillo,taliah.murillo@mailinator.com,CARD SPEND,5013,93.101228,GBP,GGM,47.7096,23/01/2020 06:02
Sarah,Foster,sarah.foster@mailinator.com,BUY GOLD,,34.3877776,GBP,GGM,48.5679,28/03/2020 14:36
Rueben,Tate,rueben.tate@mailinator.com,SELL GOLD,,1.6901744,GGM,GBP,47.7497,26/02/2020 21:44
Tobias,Chester,tobias.chester@mailinator.com,SELL GOLD,,2.0630765,GGM,GBP,47.7096,05/02/2020 18:13
Persephone,Booth,persephone.booth@mailinator.com,BUY GOLD,,19.9620309,GBP,GGM,47.7494,15/01/2020 09:24
Timothy,Edmonds,timothy.edmonds@mailinator.com,SELL GOLD,,0.9540052,GGM,GBP,47.7497,04/01/2020 15:21
Kajal,Knott,kajal.knott@mailinator.com,CARD SPEND,5021,67.9476198,GBP,GGM,47.7497,21/04/2020 18:58
Matthew,Bonner,matthew.bonner@mailinator.com,BUY GOLD,,16.5139302,GBP,GGM,47.7497,19/02/2020 01:49
Howard,Perkins,howard.perkins@mailinator.com,CARD SPEND,5441,1.2132308,GGM,GBP,47.7143,11/04/2020 14:38
Esmae,Vega,esmae.vega@mailinator.com,CARD SPEND,5013,65.628013,GBP,GGM,47.7497,01/01/2020 11:15
Traci,Trejo,traci.trejo@mailinator.com,BUY GOLD,,81.7901764,GBP,GGM,47.7497,12/03/2020 17:09
Carmen,Bolton,carmen.bolton@mailinator.com,CARD SPEND,5462,73.6670628,GBP,GGM,47.7096,26/06/2020 13:40
Adrianna,Evans,adrianna.evans@mailinator.com,SELL GOLD,,1.467403,GGM,GBP,47.7143,12/06/2020 23:42
Kailum,Mccullough,kailum.mccullough@mailinator.com,SELL GOLD,,1.1361099,GGM,GBP,47.7555,22/06/2020 14:07
Hazel,Shah,hazel.shah@mailinator.com,CARD SPEND,5021,2.0428732,GGM,GBP,47.0892,26/04/2020 23:04
Daisy-Mae,Randolph,daisy-mae.randolph@mailinator.com,SELL GOLD,,0.4655274,GGM,GBP,47.7497,22/06/2020 18:42
Kain,Barron,kain.barron@mailinator.com,SELL GOLD,,0.011841,GGM,GBP,47.7937,20/07/2020 15:15
Saba,Santana,saba.santana@mailinator.com,BUY GOLD,,33.2603827,GBP,GGM,47.0892,01/08/2020 16:06
Vicky,Mercado,vicky.mercado@mailinator.com,SELL GOLD,,0.3089077,GGM,GBP,48.4343,21/03/2020 05:22
Casper,Tierney,casper.tierney@mailinator.com,CARD SPEND,5045,0.7830202,GGM,GBP,47.7497,31/07/2020 21:35
Hallie,Regan,hallie.regan@mailinator.com,SELL GOLD,,1.977962,GGM,GBP,47.7071,29/07/2020 09:40
Maariya,Terry,maariya.terry@mailinator.com,CARD SPEND,5072,0.6273654,GGM,GBP,47.7515,27/08/2020 14:06
Yousuf,Schneider,yousuf.schneider@mailinator.com,CARD SPEND,5021,5.4908652,GBP,GGM,47.7555,17/08/2020 18:52
Loui,Lambert,loui.lambert@mailinator.com,CARD SPEND,5441,1.1857218,GGM,GBP,47.7497,22/05/2020 06:13
Donald,Mcneil,donald.mcneil@mailinator.com,SELL GOLD,,0.0943085,GGM,GBP,47.7543,02/04/2020 10:09
Maximilian,Devine,maximilian.devine@mailinator.com,CARD SPEND,5411,2.069853,GGM,GBP,47.7534,25/04/2020 00:33
Rui,Hunter,rui.hunter@mailinator.com,SELL GOLD,,0.9862588,GGM,GBP,47.7497,27/08/2020 10:39
Vivian,Livingston,vivian.livingston@mailinator.com,CARD SPEND,5311,0.1092729,GGM,GBP,47.7543,19/04/2020 03:12
Rikesh,Spears,rikesh.spears@mailinator.com,SELL GOLD,,1.0419473,GGM,GBP,47.7515,18/02/2020 16:51
Lilli,Wilcox,lilli.wilcox@mailinator.com,SELL GOLD,,0.7931024,GGM,GBP,47.7515,02/08/2020 11:15
Jade,Rivas,jade.rivas@mailinator.com,BUY GOLD,,78.5675509,GBP,GGM,47.7096,03/08/2020 13:01
Orson,Broughton,orson.broughton@mailinator.com,CARD SPEND,5462,1.2449849,GGM,GBP,47.7515,05/07/2020 02:02
Leilani,Riddle,leilani.riddle@mailinator.com,CARD SPEND,5072,5.2478074,GBP,GGM,47.7096,17/02/2020 01:42
Abdullahi,Acosta,abdullahi.acosta@mailinator.com,SELL GOLD,,1.1981515,GGM,GBP,47.7071,20/07/2020 19:57
Ollie,Hopper,ollie.hopper@mailinator.com,SELL GOLD,,1.6744541,GGM,GBP,47.7478,17/06/2020 14:34
Franklin,Patton,franklin.patton@mailinator.com,BUY GOLD,,47.465082,GBP,GGM,47.7497,05/04/2020 16:26
Sukhmani,Santiago,sukhmani.santiago@mailinator.com,CARD SPEND,5462,2.0735291,GGM,GBP,47.7937,02/07/2020 17:21
Mylee,Gough,mylee.gough@mailinator.com,SELL GOLD,,1.3721647,GGM,GBP,48.5679,21/05/2020 12:08
Nabil,Moses,nabil.moses@mailinator.com,SELL GOLD,,1.0586666,GGM,GBP,47.0892,06/01/2020 14:48
Jennifer,Goodman,jennifer.goodman@mailinator.com,SELL GOLD,,0.1092912,GGM,GBP,47.7534,16/04/2020 06:44
Tomi,O'Reilly,tomi.o'reilly@mailinator.com,BUY GOLD,,6.5386275,GBP,GGM,47.7937,16/03/2020 02:33
Alfie-James,Franco,alfie-james.franco@mailinator.com,SELL GOLD,,0.570964,GGM,GBP,48.5679,05/05/2020 15:45
Miguel,Calhoun,miguel.calhoun@mailinator.com,SELL GOLD,,1.2451232,GGM,GBP,47.7937,13/07/2020 18:10
Aston,Lennon,aston.lennon@mailinator.com,SELL GOLD,,1.8845263,GGM,GBP,47.7494,02/05/2020 00:52
Wilfred,Olsen,wilfred.olsen@mailinator.com,CARD SPEND,5072,0.6317453,GGM,GBP,47.7143,27/01/2020 01:55
Darla,Lynch,darla.lynch@mailinator.com,BUY GOLD,,77.9714733,GBP,GGM,47.7143,26/06/2020 04:24
Shelbie,Travis,shelbie.travis@mailinator.com,CARD SPEND,5045,0.0135521,GGM,GBP,47.7071,07/01/2020 20:00
Roger,Bate,roger.bate@mailinator.com,BUY GOLD,,4.6666406,GBP,GGM,47.7555,15/07/2020 21:41
Iolo,Tait,iolo.tait@mailinator.com,SELL GOLD,,0.9427003,GGM,GBP,47.7478,02/07/2020 12:26
Theodora,Mcdonnell,theodora.mcdonnell@mailinator.com,CARD SPEND,5462,1.7535387,GGM,GBP,47.7143,03/03/2020 18:31
